고객ID,Recency,Frequency,Monetary,Length,평균구매주기,구매카테고리수,총납세액,총구매수량,총할인금액,총배송료,최다구매월구매횟수,고유거래일수,성별,used개수,not used개수,Used_ratio_per_F,Clicked_ratio_per_F,second_category_pca_1,second_category_pca_2,third_category_pca_1,third_category_pca_2,third_category_pca_3
10,USER_0010,0.11489214016851237,1.9459101490553132,6.455573335871419,4.820281565605037,0.5606160289874834,-0.644061028014997,4.263009400207381,2.772588722239781,4.173232757548812,3.876395827784995,1.6094379124341003,1.0986122886681098,1,1.9459101490553132,0.6931471805599453,0.09531017980432485,0.04879016416943199,-0.6682103120976484,-0.17161378304903518,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
11,USER_0011,-0.29726761977969257,2.3978952727983707,6.7500767335484335,0.0,-0.39805944912307867,0.6107254207255678,4.371020033663754,3.258096538021482,0.9969486348916096,4.324000197151533,2.3978952727983707,0.6931471805599453,1,0.6931471805599453,1.9459101490553132,0.0052493558861437285,0.06124362524071862,-0.6682103120976484,-0.17161378304903518,-0.18903048221677807,-0.1701969986355459,-0.08335596754541834
12,USER_0012,-0.21876099883717737,2.6390573296152584,7.770809904114635,2.70805020110221,-0.8278105255174685,0.29702880854042657,5.404793609550559,4.787491742782046,5.360916508304557,4.8474102329932895,2.6390573296152584,1.0986122886681098,0,2.302585092994046,1.0986122886681098,0.03098354551996724,0.03774032798284703,-0.6682103120976484,-0.17161378304903518,-0.5323051703574913,0.7076517476400425,0.08060038918554643
13,USER_0013,0.1933987611110276,2.70805020110221,7.361407448795077,5.087596335232384,0.1308649525930935,-0.016667803644714606,5.147043212218202,4.127134385045092,4.400382136958194,4.60487014097909,2.0794415416798357,1.3862943611198906,0,2.302585092994046,1.9459101490553132,0.01989015847921954,0.037244173172371144,-0.6682103120976484,-0.17161378304903518,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
14,USER_0014,-0.49353417213598066,1.9459101490553132,6.495971349102477,0.0,-0.6184446165048171,-0.644061028014997,4.372511509105154,2.8903717578961645,4.926129865502592,3.782142084573626,1.9459101490553132,0.6931471805599453,0,1.9459101490553132,0.0,0.08701137698962975,0.07302513501488989,0.14373041548391352,0.23139332417662847,-0.5323051703574913,0.7076517476400425,0.08060038918554643
15,USER_0015,-1.3178536920323907,2.70805020110221,7.865249257490723,0.0,-1.5440623195081182,0.29702880854042657,5.492438615678806,4.219507705176107,4.214184739769703,4.8877140805837485,2.70805020110221,0.6931471805599453,1,1.6094379124341003,1.0986122886681098,0.01092907053219027,0.0534886849509862,0.14373041548391352,0.23139332417662847,-0.5323051703574913,0.7076517476400425,0.08060038918554643
16,USER_0016,-0.13044105027684771,2.3978952727983707,8.116916261406663,3.1354942159291497,-0.6955794250884255,-0.3303644158298558,5.923360209329442,5.560681631015528,4.565420532970781,5.05477976308044,2.302585092994046,1.0986122886681098,0,2.5649493574615367,0.6931471805599453,0.045120435280469585,0.048790164169432,-0.6682103120976484,-0.17161378304903518,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
17,USER_0017,-1.2491603987076898,1.9459101490553132,6.542892333232909,0.6931471805599453,-1.5550815778772051,-0.3303644158298558,4.123366003282504,2.0794415416798357,2.1204635162027574,3.676300671907076,1.9459101490553132,1.0986122886681098,1,0.6931471805599453,0.6931471805599453,0.023530497410194116,0.11247798342669028,-0.6682103120976484,-0.17161378304903518,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
18,USER_0018,-0.04212110171651809,3.2188758248682006,8.051872500080643,2.9444389791664403,-1.0151379177919462,0.6107254207255678,5.731451142203522,5.135798437050262,4.880966906640642,5.249547202178607,3.1780538303479458,1.3862943611198906,1,2.70805020110221,1.9459101490553132,0.012334958157951319,0.023654190897889713,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
19,USER_0019,-0.6898007244922687,2.772588722239781,7.54387157874592,4.74493212836325,-0.5523290662902955,0.29702880854042657,5.327593604600236,5.062595033026967,4.692924620175664,4.8722157835894295,2.0794415416798357,1.3862943611198906,0,2.4849066497880004,1.3862943611198906,0.024150460232283073,0.034938051361280434,0.14373041548391352,0.23139332417662847,-0.5323051703574913,0.7076517476400425,0.08060038918554643
20,USER_0020,-0.6701740692566399,1.9459101490553132,7.627595801046218,0.0,-0.8167912671483816,-0.3303644158298558,5.087192550018402,2.8903717578961645,5.144460810128915,3.941193382727926,1.9459101490553132,0.6931471805599453,0,2.1972245773362196,0.6931471805599453,0.11441035117774422,0.029852963149681156,-0.6682103120976484,-0.17161378304903518,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
21,USER_0021,-0.41502755119346546,2.302585092994046,6.9111762208822265,0.6931471805599453,-1.0812534680064676,-0.3303644158298558,4.712631693017047,4.624972813284271,5.273143137999316,4.142975983633837,2.302585092994046,1.0986122886681098,1,1.791759469228055,1.0986122886681098,0.041847109935500434,0.05001042057466138,0.7229530447318354,-0.4219380665422803,0.7526574882316829,0.12098707092927259,0.02828916546798568
22,USER_0022,0.27190538205354287,2.1972245773362196,6.736463272454724,0.0,0.2410575362839627,-0.3303644158298558,4.474987466009915,2.8903717578961645,4.156975014152865,4.529692044812134,2.1972245773362196,0.6931471805599453,1,2.0794415416798357,1.791759469228055,0.053244514518812285,0.030771658666753687,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
23,USER_0023,0.252278726817914,1.3862943611198906,7.29590914172323,5.099866427824199,1.0785211723345687,-0.016667803644714606,5.1283033601809285,5.14166355650266,4.163777336937438,3.7628266990660193,1.0986122886681098,1.0986122886681098,0,1.9459101490553132,0.6931471805599453,0.14310084364067333,0.14310084364067333,0.14269423568746584,0.228190917865132,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
24,USER_0024,1.1551048676568392,2.3978952727983707,7.85775954885851,0.0,1.2327907895017856,-0.3303644158298558,5.520138844308015,4.897839799950911,4.12178137353222,5.062468442736273,2.3978952727983707,0.6931471805599453,0,1.9459101490553132,1.0986122886681098,0.0295588022415444,0.05826890812397577,-0.6682103120976484,-0.17161378304903518,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
25,USER_0025,-1.0234538634979584,3.4965075614664802,8.71930593753246,5.780743515792329,-0.1446165066340795,0.29702880854042657,6.346316831010625,4.060443010546419,5.6360673579214176,5.436904706304079,2.8903717578961645,1.791759469228055,0,2.70805020110221,2.1972245773362196,0.009894073645198476,0.015504186535965254,0.7229530447318354,-0.4219380665422803,-0.5323051703574913,0.7076517476400425,0.08060038918554643
26,USER_0026,1.1845448505102825,4.02535169073515,9.703543230978344,4.5217885770490405,-0.012385406205036462,1.2381186450958501,7.387514789483874,7.3098814858247865,5.889899596947204,7.163350531446518,3.4657359027997265,1.3862943611198906,1,3.871201010907891,3.091042453358316,0.005796402737030032,0.009723751918528194,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
27,USER_0027,0.7625717629442631,0.6931471805599453,3.6906778360553156,0.0,0.7920204547383087,-1.2714542523852794,1.7040205549200482,2.772588722239781,1.372195436740389,1.9459101490553132,0.6931471805599453,0.6931471805599453,0,1.0986122886681098,0.0,0.5108256237659907,0.2876820724517809,0.14269423568746584,0.228190917865132,-0.29319098421144535,-0.5375680059706704,0.6910018554525974
28,USER_0028,-1.2491603987076898,2.70805020110221,7.914211524988041,4.727387818712341,-0.772714233672034,-0.3303644158298558,5.303715271609629,3.295836866004329,3.5563190185294555,4.633563260489309,2.302585092994046,1.3862943611198906,0,1.3862943611198906,1.791759469228055,0.01183445764700284,0.03891541624967355,-0.6682103120976484,-0.17161378304903518,-0.5323051703574913,0.7076517476400425,0.08060038918554643
29,USER_0029,1.3023047819240552,2.4849066497880004,7.431227634646356,0.6931471805599453,-0.12257798989590565,-0.9577576402001382,5.202535275411073,2.833213344056216,5.733839534623768,4.432244350834499,2.4849066497880004,1.0986122886681098,0,2.0794415416798357,1.0986122886681098,0.05623971832287608,0.016393809775676407,0.7229530447318354,-0.4219380665422803,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
30,USER_0030,-0.405214223575651,4.060443010546419,9.25042727718448,0.0,-0.5192712911830347,1.2381186450958501,7.032876038685044,6.684611727667927,6.880787906085229,6.267333367045072,4.060443010546419,0.6931471805599453,1,3.5553480614894135,2.833213344056216,0.005888482549980198,0.008819771828822414,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
31,USER_0031,-1.2884137091789474,1.9459101490553132,7.021827705502208,0.0,-1.5110045444008575,-0.9577576402001382,4.66462047148264,2.3978952727983707,5.668749248395564,3.979494720543159,1.9459101490553132,0.6931471805599453,1,1.3862943611198906,0.0,0.08004270767353643,0.08004270767353643,-0.6682103120976484,-0.17161378304903518,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
32,USER_0032,-0.9155072597020001,2.0794415416798357,7.327804716841552,0.0,-1.0922727263755545,-0.016667803644714606,4.835081186374959,3.295836866004329,3.589114365924361,3.962906215742716,2.0794415416798357,0.6931471805599453,0,1.3862943611198906,1.0986122886681098,0.035091319811270096,0.08004270767353644,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
33,USER_0033,-1.2687870539433186,4.2626798770413155,9.624646819996693,5.808142489980444,-0.9820801426846854,1.5518152572809913,7.271194960402613,5.634789603169249,6.660651971472696,6.342403069194778,3.4011973816621555,2.4849066497880004,0,3.713572066704308,2.833213344056216,0.004454350349380279,0.00800359986052179,0.7229530447318354,-0.4219380665422803,-0.18903048221677807,-0.1701969986355459,-0.08335596754541834
34,USER_0034,-0.8075606559060416,4.219507705176107,9.428700822479929,5.680172609017068,0.7148856461547003,2.1792084816512736,7.127997024126302,6.2324480165505225,6.742295559007479,6.43639072409706,3.6375861597263857,1.3862943611198906,0,3.970291913552122,2.9444389791664403,0.006140784530772413,0.006611594332312819,0.7229530447318354,-0.4219380665422803,0.7526574882316829,0.12098707092927259,0.02828916546798568
35,USER_0035,-0.8271873111416704,3.332204510175204,8.895977046231534,5.484796933490655,-0.6625216499811647,-0.3303644158298558,6.467440307624006,5.420534999272286,6.110085009802222,5.759343316761421,2.5649493574615367,1.9459101490553132,0,2.772588722239781,2.0794415416798357,0.015314234973042509,0.014300550142196342,0.7229530447318354,-0.4219380665422803,-0.5323051703574913,0.7076517476400425,0.08060038918554643
36,USER_0036,-1.0921471568226593,2.6390573296152584,8.097669178411756,5.272999558563747,0.6597893543092657,0.6107254207255678,5.7977529696045815,5.713732805509369,5.7049817552316835,4.624874769262426,2.5649493574615367,1.0986122886681098,1,2.3978952727983707,1.6094379124341003,0.02809173486701511,0.03636764417087485,0.14269423568746584,0.228190917865132,0.7526574882316829,0.12098707092927259,0.02828916546798568
37,USER_0037,-1.1608404501473601,1.0986122886681098,5.548104796226441,0.0,-1.3677541856027275,-1.2714542523852794,3.055580123172766,1.0986122886681098,3.442755105467233,2.6390573296152584,1.0986122886681098,0.6931471805599453,0,0.6931471805599453,0.6931471805599453,0.22314355131420976,0.0,-0.6682103120976484,-0.17161378304903518,-0.29319098421144535,-0.5375680059706704,0.6910018554525974
38,USER_0038,0.026572191608182742,2.70805020110221,7.318280629109506,0.0,-0.034423922943210304,0.924422032910709,5.0711256323872576,3.9512437185814275,3.302260633802132,4.442651256490317,2.70805020110221,0.6931471805599453,1,2.772588722239781,1.6094379124341003,0.025190248828558522,0.03837001127296841,-0.6682103120976484,-0.17161378304903518,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
39,USER_0039,0.06582550207944035,2.6390573296152584,9.173654997334328,4.736198448394496,-0.6184446165048171,0.6107254207255678,6.6947635233742036,6.630683385642372,7.262480623686732,5.241058947707755,1.9459101490553132,1.6094379124341003,0,2.6390573296152584,2.0794415416798357,0.021506205220963588,0.04255961441879593,-0.6682103120976484,-0.17161378304903518,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
40,USER_0040,0.21302541634665642,1.9459101490553132,7.017584813681758,0.0,0.17494198606944117,-0.3303644158298558,4.666329253198435,3.332204510175204,2.680953033217843,3.4339872044851463,1.9459101490553132,0.6931471805599453,0,1.0986122886681098,1.0986122886681098,0.023530497410194116,0.11247798342669028,-0.6682103120976484,-0.17161378304903518,-0.18903048221677807,-0.1701969986355459,-0.08335596754541834
41,USER_0041,0.04619884684381155,3.58351893845611,8.681810498778447,0.0,-0.012385406205036462,1.8655118694661326,6.452571373157847,6.075346031088684,5.984520492873551,5.7760101086530815,3.58351893845611,0.6931471805599453,1,3.6635616461296463,2.8903717578961645,0.011017797740446872,0.01245851258408842,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
42,USER_0042,0.05601217446162595,1.9459101490553132,6.8207560473732975,0.0,-0.0013661478359495416,0.29702880854042657,4.648649127696029,3.8918202981106265,1.8619072291301368,3.6109179126442243,1.9459101490553132,0.6931471805599453,1,1.9459101490553132,0.6931471805599453,0.06453852113757118,0.08515780834030685,0.23273959475266703,0.8869662224841754,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
43,USER_0043,-0.20894767121936295,3.1354942159291497,8.00261232554631,0.0,-0.29888612380129637,1.2381186450958501,5.673657919073078,4.127134385045092,5.273009814921407,5.167468088123044,3.1354942159291497,0.6931471805599453,0,2.772588722239781,1.9459101490553132,0.015731839918414214,0.02298951822469874,-0.6682103120976484,-0.17161378304903518,-0.18903048221677807,-0.1701969986355459,-0.08335596754541834
44,USER_0044,0.1933987611110276,1.791759469228055,6.16932010448917,4.605170185988092,-0.6625216499811647,-0.3303644158298558,3.815536333828673,2.302585092994046,2.598979106047848,3.4339872044851463,1.0986122886681098,1.6094379124341003,0,1.6094379124341003,1.0986122886681098,0.10821358464023274,0.02817087696669632,0.7229530447318354,-0.4219380665422803,0.7526574882316829,0.12098707092927259,0.02828916546798568
45,USER_0045,-0.04212110171651809,1.3862943611198906,4.524684380161066,0.0,-0.11155873152681874,-1.5851508645704206,2.5523160460172547,1.791759469228055,1.673351238177753,2.9444389791664403,1.3862943611198906,0.6931471805599453,0,1.3862943611198906,0.6931471805599453,0.18232155679395462,0.06453852113757118,0.15745040289348516,0.2782529869505887,-0.29319098421144535,-0.5375680059706704,0.6910018554525974
46,USER_0046,-1.0136405358801441,4.276666119016055,9.31167329676788,4.709530201312334,-0.6955794250884255,1.5518152572809913,7.089031372803409,6.408528791059498,6.500141864916325,6.237758058320892,4.219507705176107,1.3862943611198906,1,3.8066624897703196,3.1354942159291497,0.003865757757420269,0.008240600678660273,-0.6682103120976484,-0.17161378304903518,-0.18903048221677807,-0.1701969986355459,-0.08335596754541834
47,USER_0047,-1.2687870539433186,3.091042453358316,8.539432279502297,0.0,-1.4889660276626837,-0.3303644158298558,6.095743703307358,4.770684624465665,6.442497171913373,5.179759030423901,3.091042453358316,0.6931471805599453,0,2.70805020110221,2.0794415416798357,0.021277398447284896,0.015244197643117043,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
48,USER_0048,0.12470546778632678,0.6931471805599453,2.8993039688809707,0.0,0.0757686607476589,-1.5851508645704206,0.4262476472906929,0.6931471805599453,0.0,1.9459101490553132,0.6931471805599453,0.6931471805599453,0,0.0,0.0,0.0,0.6931471805599453,0.15745040289348516,0.2782529869505887,-0.29319098421144535,-0.5375680059706704,0.6910018554525974
49,USER_0049,-0.3954008959578366,2.5649493574615367,7.253588917767955,0.0,-0.5082520328139478,0.6107254207255678,5.002176284004616,5.37989735354046,5.41431658993468,4.558916801470629,2.5649493574615367,0.6931471805599453,0,2.302585092994046,0.6931471805599453,0.02553330200516474,0.05315936828009593,0.23273959475266703,0.8869662224841754,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
50,USER_0050,0.2620920544357284,1.6094379124341003,7.314631524301021,0.0,0.23003827791487577,-0.9577576402001382,5.3784640688139485,4.564348191467836,2.3712712507824927,3.2188758248682006,1.6094379124341003,0.6931471805599453,0,1.3862943611198906,1.0986122886681098,0.0458095360312942,0.15860503017663857,-0.6682103120976484,-0.17161378304903518,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
51,USER_0051,-0.13044105027684771,1.3862943611198906,6.205850260266894,0.0,-0.21073205684860102,-0.3303644158298558,3.6688348975552323,3.367295829986474,4.590624914546056,4.0469034876219645,1.3862943611198906,0.6931471805599453,0,1.791759469228055,1.0986122886681098,0.21357410029805907,0.0,0.23273959475266703,0.8869662224841754,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
52,USER_0052,-0.05193442933433249,1.791759469228055,6.355668328092343,0.6931471805599453,-0.8829068173629031,-0.3303644158298558,4.230840306810638,3.1780538303479458,4.273578022416822,3.4339872044851463,1.791759469228055,1.0986122886681098,0,2.3978952727983707,0.6931471805599453,0.11778303565638346,0.06062462181643484,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
53,USER_0053,-0.36596091310439344,1.9459101490553132,7.528141533560306,0.0,-0.4751942577066871,-0.644061028014997,5.673928582213159,6.052089168924417,4.663439094112067,3.624340932976365,1.9459101490553132,0.6931471805599453,0,0.6931471805599453,0.6931471805599453,0.016529301951210565,0.12516314295400602,0.7229530447318354,-0.4219380665422803,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
54,USER_0054,-1.082333829204845,3.1354942159291497,8.441547107744466,0.0,-1.2796001186500323,-0.016667803644714606,6.0217303808972025,4.574710978503383,6.093411744015662,5.049663681063734,3.1354942159291497,0.6931471805599453,0,2.5649493574615367,1.9459101490553132,0.0174423026633424,0.018882187721330032,0.23273959475266703,0.8869662224841754,-0.5323051703574913,0.7076517476400425,0.08060038918554643
55,USER_0055,0.06582550207944035,2.1972245773362196,7.28693007218638,0.0,0.009653110533137377,0.29702880854042657,5.008221717094528,4.465908118654584,2.265921108622454,4.470495282661489,2.1972245773362196,0.6931471805599453,1,0.6931471805599453,1.3862943611198906,0.009569451016150707,0.08299691957096791,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
56,USER_0056,-0.8958806044663712,4.61512051684126,9.91869210526329,4.48863636973214,-1.026157176161033,1.5518152572809913,7.450786645352053,6.18826412308259,7.086865016736292,6.629825497973035,4.0943445622221,1.6094379124341003,1,4.007333185232471,3.295836866004329,0.002883539136892487,0.005705617099400218,0.7229530447318354,-0.4219380665422803,0.7526574882316829,0.12098707092927259,0.02828916546798568
57,USER_0057,-1.2099070882364322,3.4965075614664802,8.43490316040221,5.3612921657094255,-0.43111722423033944,0.924422032910709,6.172080483491407,5.739792912179234,5.452230875395339,5.476212474389078,2.6390573296152584,1.6094379124341003,0,2.9444389791664403,2.3978952727983707,0.008750663520185453,0.017425416713859134,0.23273959475266703,0.8869662224841754,-0.5323051703574913,0.7076517476400425,0.08060038918554643
58,USER_0058,0.42891862393857333,2.302585092994046,7.444977506622824,0.0,0.4173656701893534,-0.644061028014997,5.181821751809589,2.8903717578961645,5.451896454476337,4.456438132187692,2.302585092994046,0.6931471805599453,1,1.3862943611198906,1.0986122886681098,0.032789822822990866,0.054067221270275766,0.7229530447318354,-0.4219380665422803,-0.18903048221677807,-0.1701969986355459,-0.08335596754541834
59,USER_0059,-0.7388673625813408,2.70805020110221,7.461774118898946,4.007333185232471,-1.0041186594228593,1.5518152572809913,4.926287276305578,4.5217885770490405,3.6889794491142696,5.097852205517793,2.6390573296152584,1.3862943611198906,0,2.3978952727983707,1.9459101490553132,0.01814931850567733,0.04126145838142588,0.23273959475266703,0.8869662224841754,-0.18903048221677807,-0.1701969986355459,-0.08335596754541834
60,USER_0060,-0.0813744121877757,1.6094379124341003,5.763809584664671,5.2832037287379885,0.2851345697603104,-1.5851508645704206,3.931268614873585,2.3978952727983707,3.5844074325172253,3.258096538021482,1.0986122886681098,1.3862943611198906,1,1.791759469228055,0.6931471805599453,0.1300531282481978,0.08004270767353643,0.15745040289348516,0.2782529869505887,-0.29319098421144535,-0.5375680059706704,0.6910018554525974
61,USER_0061,-1.2197204158542465,2.4849066497880004,8.010804708962663,4.110873864173311,-0.8829068173629031,-0.3303644158298558,5.618642073571794,4.919980925828125,4.815301443421313,4.317221411307766,2.302585092994046,1.0986122886681098,0,2.1972245773362196,1.0986122886681098,0.032523191705560034,0.048396540861850176,0.14269423568746584,0.228190917865132,-0.5323051703574913,0.7076517476400425,0.08060038918554643
62,USER_0062,-1.3178536920323907,4.276666119016055,9.491621215206166,5.739792912179234,0.6597893543092657,1.2381186450958501,7.151318678837004,6.253828811575473,6.790300814340386,6.439957215686664,3.6109179126442243,1.3862943611198906,0,3.912023005428146,3.044522437723423,0.004715854945420509,0.007400677729896733,-0.6682103120976484,-0.17161378304903518,-0.2376736051102631,-0.2807116865547823,-0.23519024140726671
63,USER_0063,-0.9743872254088864,1.791759469228055,7.369596309678622,0.0,-1.1583882765900761,0.29702880854042657,5.196799458607661,5.25227342804663,5.530896264648732,4.07278038430626,1.791759469228055,0.6931471805599453,0,2.0794415416798357,0.0,0.11980119981262063,0.07020425867324853,0.23273959475266703,0.8869662224841754,-0.2618272196968628,-0.3658816509922133,-0.677774832604367
64,USER_0064,0.566305210587975,3.5263605246161616,8.786201152957618,0.0,0.5716352873565703,0.29702880854042657,6.5954263528930275,6.884486652042782,6.018478852726033,5.671052650033282,3.5263605246161616,0.6931471805599453,0,3.091042453358316,2.1972245773362196,0.009453142643755262,0.017040771101869388,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
65,USER_0065,-0.866440621612928,3.713572066704308,8.69330403492948,4.6913478822291435,-0.9049453341010769,0.924422032910709,6.339655705290396,4.762173934797756,6.298452800117238,5.570174888652846,3.58351893845611,1.6094379124341003,0,3.4339872044851463,2.4849066497880004,0.009820046180975454,0.011447385840350863,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
66,USER_0066,0.06582550207944035,2.772588722239781,7.928317229445429,5.365976015021851,1.5192915070980453,0.924422032910709,5.741198997133283,5.049856007249537,4.552444286965012,5.281679725395013,2.3978952727983707,1.0986122886681098,1,2.5649493574615367,1.791759469228055,0.0188684843043828,0.03891541624967354,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
67,USER_0067,0.15414545063977,3.295836866004329,8.374813579932805,2.3978952727983707,-0.6625216499811647,1.5518152572809913,6.103363192538052,5.3612921657094255,4.770515118574929,5.286042335672424,3.295836866004329,1.0986122886681098,0,3.1780538303479458,2.6390573296152584,0.011883374146547885,0.019558008899656594,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
68,USER_0068,1.5476379723694154,0.6931471805599453,3.39813269028931,0.0,1.6735611242652622,-1.5851508645704206,1.4857323733259473,0.6931471805599453,0.0,2.0149030205422647,0.6931471805599453,0.6931471805599453,1,0.0,0.6931471805599453,0.0,0.0,0.15745040289348516,0.2782529869505887,-0.29319098421144535,-0.5375680059706704,0.6910018554525974
69,USER_0069,-0.8370006387594848,3.091042453358316,8.487211189638401,0.0,-1.0041186594228593,-0.016667803644714606,5.894361511097011,5.0689042022202315,5.018405031360617,5.29766715520645,3.091042453358316,0.6931471805599453,0,2.1972245773362196,1.3862943611198906,0.014545711002378768,0.02710192977779127,-0.6682103120976484,-0.17161378304903518,0.7526574882316829,0.12098707092927259,0.02828916546798568
